2.288807942006604312e-02 -1.000000000000000000e+00 -1.000000000000000000e+00
2.226516698033442765e-02 -1.000000000000000000e+00 -9.797979797979797789e-01
2.164225454060259013e-02 -1.000000000000000000e+00 -9.595959595959595578e-01
2.115503466803156374e-02 -1.000000000000000000e+00 -9.393939393939394478e-01
2.084075630262562095e-02 -1.000000000000000000e+00 -9.191919191919192267e-01
2.052647793721985858e-02 -1.000000000000000000e+00 -8.989898989898990056e-01
2.021219957181401294e-02 -1.000000000000000000e+00 -8.787878787878787845e-01
2.008021201008822199e-02 -1.000000000000000000e+00 -8.585858585858585634e-01
2.003225270295554139e-02 -1.000000000000000000e+00 -8.383838383838383423e-01
1.998429339582291631e-02 -1.000000000000000000e+00 -8.181818181818181213e-01
1.993633408869019408e-02 -1.000000000000000000e+00 -7.979797979797980112e-01
1.931723787998437802e-02 -1.000000000000000000e+00 -7.777777777777777901e-01
1.865469712032383209e-02 -1.000000000000000000e+00 -7.575757575757575690e-01
1.799215636066348045e-02 -1.000000000000000000e+00 -7.373737373737373479e-01
1.741261596841187087e-02 -1.000000000000000000e+00 -7.171717171717171269e-01
1.722671098199063389e-02 -1.000000000000000000e+00 -6.969696969696970168e-01
1.704080599556970221e-02 -1.000000000000000000e+00 -6.767676767676766847e-01
1.685490100914843747e-02 -1.000000000000000000e+00 -6.565656565656565746e-01
1.731775099465607259e-02 -1.000000000000000000e+00 -6.363636363636363535e-01
1.868031466551300923e-02 -1.000000000000000000e+00 -6.161616161616161325e-01
2.004287833637036220e-02 -1.000000000000000000e+00 -5.959595959595959114e-01
2.140544200722752088e-02 -1.000000000000000000e+00 -5.757575757575756903e-01
2.299117627405750097e-02 -1.000000000000000000e+00 -5.555555555555555802e-01
2.468994499858825908e-02 -1.000000000000000000e+00 -5.353535353535352481e-01
2.638871372311885066e-02 -1.000000000000000000e+00 -5.151515151515151381e-01
2.808748244764953939e-02 -1.000000000000000000e+00 -4.949494949494949170e-01
2.857647411457543696e-02 -1.000000000000000000e+00 -4.747474747474746959e-01
2.894379939809901825e-02 -1.000000000000000000e+00 -4.545454545454544748e-01
2.931112468162264117e-02 -1.000000000000000000e+00 -4.343434343434342537e-01
2.942709363635908487e-02 -1.000000000000000000e+00 -4.141414141414141437e-01
2.815636644014635204e-02 -1.000000000000000000e+00 -3.939393939393939226e-01
2.688563924393377186e-02 -1.000000000000000000e+00 -3.737373737373737015e-01
2.561491204772103902e-02 -1.000000000000000000e+00 -3.535353535353534804e-01
2.399143789840123969e-02 -1.000000000000000000e+00 -3.333333333333332593e-01
2.183502571170321815e-02 -1.000000000000000000e+00 -3.131313131313130382e-01
1.967861352500499539e-02 -1.000000000000000000e+00 -2.929292929292928171e-01
1.752220133830688364e-02 -1.000000000000000000e+00 -2.727272727272727071e-01
1.640225086423008349e-02 -1.000000000000000000e+00 -2.525252525252524860e-01
1.585749495989194346e-02 -1.000000000000000000e+00 -2.323232323232322649e-01
1.531273905555372017e-02 -1.000000000000000000e+00 -2.121212121212120438e-01
1.476798315121569116e-02 -1.000000000000000000e+00 -1.919191919191918227e-01
1.847355955405260985e-02 -1.000000000000000000e+00 -1.717171717171716017e-01
2.271558566556236558e-02 -1.000000000000000000e+00 -1.515151515151514916e-01
2.695761177707173273e-02 -1.000000000000000000e+00 -1.313131313131312705e-01
3.155087063017203430e-02 -1.000000000000000000e+00 -1.111111111111110494e-01
3.843854596405080204e-02 -1.000000000000000000e+00 -9.090909090909082835e-02
4.532622129792981958e-02 -1.000000000000000000e+00 -7.070707070707060726e-02
5.221389663180894813e-02 -1.000000000000000000e+00 -5.050505050505038618e-02
5.715121481547674742e-02 -1.000000000000000000e+00 -3.030303030303027612e-02
5.887356071044058670e-02 -1.000000000000000000e+00 -1.010101010101005503e-02
6.059590660540453699e-02 -1.000000000000000000e+00 1.010101010101016605e-02
6.231825250036826525e-02 -1.000000000000000000e+00 3.030303030303049816e-02
5.982515713213204522e-02 -1.000000000000000000e+00 5.050505050505060822e-02
5.477477191170651571e-02 -1.000000000000000000e+00 7.070707070707071829e-02
4.972438669128009803e-02 -1.000000000000000000e+00 9.090909090909105039e-02
4.467400147085370810e-02 -1.000000000000000000e+00 1.111111111111111605e-01
4.174939197826596504e-02 -1.000000000000000000e+00 1.313131313131314926e-01
3.915019944600350854e-02 -1.000000000000000000e+00 1.515151515151516026e-01
3.655100691374113531e-02 -1.000000000000000000e+00 1.717171717171717127e-01
3.475843214048218721e-02 -1.000000000000000000e+00 1.919191919191920448e-01
3.935675191933257766e-02 -1.000000000000000000e+00 2.121212121212121549e-01
4.395507169818307913e-02 -1.000000000000000000e+00 2.323232323232324870e-01
4.855339147703346958e-02 -1.000000000000000000e+00 2.525252525252525970e-01
5.271979634235579582e-02 -1.000000000000000000e+00 2.727272727272729291e-01
5.610791974513679170e-02 -1.000000000000000000e+00 2.929292929292930392e-01
5.949604314791759330e-02 -1.000000000000000000e+00 3.131313131313131493e-01
6.288416655069853367e-02 -1.000000000000000000e+00 3.333333333333334814e-01
6.176543870917630685e-02 -1.000000000000000000e+00 3.535353535353535914e-01
5.766366606125325478e-02 -1.000000000000000000e+00 3.737373737373739235e-01
5.356189341332980025e-02 -1.000000000000000000e+00 3.939393939393940336e-01
4.946012076540663716e-02 -1.000000000000000000e+00 4.141414141414143657e-01
4.369572941238090980e-02 -1.000000000000000000e+00 4.343434343434344758e-01
3.762996725537492981e-02 -1.000000000000000000e+00 4.545454545454545858e-01
3.156420509836861676e-02 -1.000000000000000000e+00 4.747474747474749179e-01
2.579622610456606957e-02 -1.000000000000000000e+00 4.949494949494950280e-01
2.298922309205500558e-02 -1.000000000000000000e+00 5.151515151515153601e-01
2.018222007954362240e-02 -1.000000000000000000e+00 5.353535353535354702e-01
1.737521706703221147e-02 -1.000000000000000000e+00 5.555555555555555802e-01
1.513484720738630940e-02 -1.000000000000000000e+00 5.757575757575759123e-01
1.401321459827103988e-02 -1.000000000000000000e+00 5.959595959595960224e-01
1.289158198915482667e-02 -1.000000000000000000e+00 6.161616161616163545e-01
1.176994938003916857e-02 -1.000000000000000000e+00 6.363636363636364646e-01
1.116417482585008170e-02 -1.000000000000000000e+00 6.565656565656567967e-01
1.093036913619288564e-02 -1.000000000000000000e+00 6.767676767676769067e-01
1.069656344653559243e-02 -1.000000000000000000e+00 6.969696969696970168e-01
1.046275775687842413e-02 -1.000000000000000000e+00 7.171717171717173489e-01
1.147972683835749019e-02 -1.000000000000000000e+00 7.373737373737374590e-01
1.276042922231047927e-02 -1.000000000000000000e+00 7.575757575757577911e-01
1.404113160626353773e-02 -1.000000000000000000e+00 7.777777777777779011e-01
1.528660036028319652e-02 -1.000000000000000000e+00 7.979797979797982332e-01
1.606887578420487100e-02 -1.000000000000000000e+00 8.181818181818183433e-01
1.685115120812648304e-02 -1.000000000000000000e+00 8.383838383838384534e-01
1.763342663204817487e-02 -1.000000000000000000e+00 8.585858585858587855e-01
1.808558857328435715e-02 -1.000000000000000000e+00 8.787878787878788955e-01
1.782160268596212280e-02 -1.000000000000000000e+00 8.989898989898992276e-01
1.755761679863997865e-02 -1.000000000000000000e+00 9.191919191919193377e-01
1.729363091131767144e-02 -1.000000000000000000e+00 9.393939393939394478e-01
1.783251024053894573e-02 -1.000000000000000000e+00 9.595959595959597799e-01
1.900132997043270378e-02 -1.000000000000000000e+00 9.797979797979798899e-01
2.017014970032667692e-02 -1.000000000000000000e+00 1.000000000000000000e+00
2.264381420445393811e-02 -9.797979797979797789e-01 -1.000000000000000000e+00
2.190071380880342922e-02 -9.797979797979797789e-01 -9.797979797979797789e-01
2.115761341315307298e-02 -9.797979797979797789e-01 -9.595959595959595578e-01
2.059635338978946240e-02 -9.797979797979797789e-01 -9.393939393939394478e-01
2.026685070365402686e-02 -9.797979797979797789e-01 -9.191919191919192267e-01
1.993734801751875785e-02 -9.797979797979797789e-01 -8.989898989898990056e-01
1.960784533138346108e-02 -9.797979797979797789e-01 -8.787878787878787845e-01
1.969100187474651098e-02 -9.797979797979797789e-01 -8.585858585858585634e-01
1.996437665236187875e-02 -9.797979797979797789e-01 -8.383838383838383423e-01
2.023775142997732979e-02 -9.797979797979797789e-01 -8.181818181818181213e-01
2.051112620759271143e-02 -9.797979797979797789e-01 -7.979797979797980112e-01
2.018723225784951891e-02 -9.797979797979797789e-01 -7.777777777777777901e-01
1.981790599303835665e-02 -9.797979797979797789e-01 -7.575757575757575690e-01
1.944857972822700010e-02 -9.797979797979797789e-01 -7.373737373737373479e-01
1.909724124391509736e-02 -9.797979797979797789e-01 -7.171717171717171269e-01
1.883121114434815890e-02 -9.797979797979797789e-01 -6.969696969696970168e-01
1.856518104478113718e-02 -9.797979797979797789e-01 -6.767676767676766847e-01
1.829915094521430974e-02 -9.797979797979797789e-01 -6.565656565656565746e-01
1.862403627441139298e-02 -9.797979797979797789e-01 -6.363636363636363535e-01
